construct,construct_id,category,citation,item_no,item_text,reverse_scored,status,verified_ok (RA: yes/no),correction_if_wrong,notes
Search (MLQ),mlq_search,Meaning in life,"Steger, M. F., Frazier, P., Oishi, S., & Kaler, M. (2006). The Meaning in Life Questionnaire: Assessing the presence of and search for meaning in life. Journal of Counseling Psychology, 53(1), 80–93. https://doi.org/10.1037/0022-0167.53.1.80",3,I am always searching for something that makes my life feel significant.,False,needs_verification,,,
Search (MLQ),mlq_search,Meaning in life,"Steger, M. F., Frazier, P., Oishi, S., & Kaler, M. (2006). The Meaning in Life Questionnaire: Assessing the presence of and search for meaning in life. Journal of Counseling Psychology, 53(1), 80–93. https://doi.org/10.1037/0022-0167.53.1.80",4,I am seeking a purpose or mission for my life.,False,needs_verification,,,
Search (MLQ),mlq_search,Meaning in life,"Steger, M. F., Frazier, P., Oishi, S., & Kaler, M. (2006). The Meaning in Life Questionnaire: Assessing the presence of and search for meaning in life. Journal of Counseling Psychology, 53(1), 80–93. https://doi.org/10.1037/0022-0167.53.1.80",5,I am searching for meaning in my life.,False,needs_verification,,,
Family (MSPSS),mspss_family,Perceived social support,"Zimet, G. D., Dahlem, N. W., Zimet, S. G., & Farley, G. K. (1988). The Multidimensional Scale of Perceived Social Support. Journal of Personality Assessment, 52(1), 30–41. https://doi.org/10.1207/s15327752jpa5201_2",1,My family really tries to help me.,False,needs_verification,,,
Family (MSPSS),mspss_family,Perceived social support,"Zimet, G. D., Dahlem, N. W., Zimet, S. G., & Farley, G. K. (1988). The Multidimensional Scale of Perceived Social Support. Journal of Personality Assessment, 52(1), 30–41. https://doi.org/10.1207/s15327752jpa5201_2",2,I get the emotional help and support I need from my family.,False,needs_verification,,,
Family (MSPSS),mspss_family,Perceived social support,"Zimet, G. D., Dahlem, N. W., Zimet, S. G., & Farley, G. K. (1988). The Multidimensional Scale of Perceived Social Support. Journal of Personality Assessment, 52(1), 30–41. https://doi.org/10.1207/s15327752jpa5201_2",3,I can talk about my problems with my family.,False,needs_verification,,,
Family (MSPSS),mspss_family,Perceived social support,"Zimet, G. D., Dahlem, N. W., Zimet, S. G., & Farley, G. K. (1988). The Multidimensional Scale of Perceived Social Support. Journal of Personality Assessment, 52(1), 30–41. https://doi.org/10.1207/s15327752jpa5201_2",4,My family is willing to help me make decisions.,False,needs_verification,,,
Friends (MSPSS),mspss_friends,Perceived social support,"Zimet, G. D., Dahlem, N. W., Zimet, S. G., & Farley, G. K. (1988). The Multidimensional Scale of Perceived Social Support. Journal of Personality Assessment, 52(1), 30–41. https://doi.org/10.1207/s15327752jpa5201_2",1,My friends really try to help me.,False,needs_verification,,,
Friends (MSPSS),mspss_friends,Perceived social support,"Zimet, G. D., Dahlem, N. W., Zimet, S. G., & Farley, G. K. (1988). The Multidimensional Scale of Perceived Social Support. Journal of Personality Assessment, 52(1), 30–41. https://doi.org/10.1207/s15327752jpa5201_2",2,I can count on my friends when things go wrong.,False,needs_verification,,,
Friends (MSPSS),mspss_friends,Perceived social support,"Zimet, G. D., Dahlem, N. W., Zimet, S. G., & Farley, G. K. (1988). The Multidimensional Scale of Perceived Social Support. Journal of Personality Assessment, 52(1), 30–41. https://doi.org/10.1207/s15327752jpa5201_2",3,I have friends with whom I can share my joys and sorrows.,False,needs_verification,,,
Friends (MSPSS),mspss_friends,Perceived social support,"Zimet, G. D., Dahlem, N. W., Zimet, S. G., & Farley, G. K. (1988). The Multidimensional Scale of Perceived Social Support. Journal of Personality Assessment, 52(1), 30–41. https://doi.org/10.1207/s15327752jpa5201_2",4,I can talk about my problems with my friends.,False,needs_verification,,,
Significant other (MSPSS),mspss_significant_other,Perceived social support,"Zimet, G. D., Dahlem, N. W., Zimet, S. G., & Farley, G. K. (1988). The Multidimensional Scale of Perceived Social Support. Journal of Personality Assessment, 52(1), 30–41. https://doi.org/10.1207/s15327752jpa5201_2",1,There is a special person who is around when I am in need.,False,needs_verification,,,
Significant other (MSPSS),mspss_significant_other,Perceived social support,"Zimet, G. D., Dahlem, N. W., Zimet, S. G., & Farley, G. K. (1988). The Multidimensional Scale of Perceived Social Support. Journal of Personality Assessment, 52(1), 30–41. https://doi.org/10.1207/s15327752jpa5201_2",2,There is a special person with whom I can share my joys and sorrows.,False,needs_verification,,,
Significant other (MSPSS),mspss_significant_other,Perceived social support,"Zimet, G. D., Dahlem, N. W., Zimet, S. G., & Farley, G. K. (1988). The Multidimensional Scale of Perceived Social Support. Journal of Personality Assessment, 52(1), 30–41. https://doi.org/10.1207/s15327752jpa5201_2",3,I have a special person who is a real source of comfort to me.,False,needs_verification,,,
Significant other (MSPSS),mspss_significant_other,Perceived social support,"Zimet, G. D., Dahlem, N. W., Zimet, S. G., & Farley, G. K. (1988). The Multidimensional Scale of Perceived Social Support. Journal of Personality Assessment, 52(1), 30–41. https://doi.org/10.1207/s15327752jpa5201_2",4,There is a special person in my life who cares about my feelings.,False,needs_verification,,,
"Need for Cognition Scale, 18-item short form",need_for_cognition_scale_18_item_short_form,Need for cognition,"Cacioppo, J. T., Petty, R. E., & Kao, C. F. (1984). The efficient assessment of need for cognition. Journal of Personality Assessment, 48(3), 306–307. https://doi.org/10.1207/s15327752jpa4803_13",1,I would prefer complex to simple problems.,False,needs_verification,,,
"Need for Cognition Scale, 18-item short form",need_for_cognition_scale_18_item_short_form,Need for cognition,"Cacioppo, J. T., Petty, R. E., & Kao, C. F. (1984). The efficient assessment of need for cognition. Journal of Personality Assessment, 48(3), 306–307. https://doi.org/10.1207/s15327752jpa4803_13",2,I like to have the responsibility of handling a situation that requires a lot of thinking.,False,needs_verification,,,
"Need for Cognition Scale, 18-item short form",need_for_cognition_scale_18_item_short_form,Need for cognition,"Cacioppo, J. T., Petty, R. E., & Kao, C. F. (1984). The efficient assessment of need for cognition. Journal of Personality Assessment, 48(3), 306–307. https://doi.org/10.1207/s15327752jpa4803_13",3,Thinking is not my idea of fun.,False,needs_verification,,,
"Need for Cognition Scale, 18-item short form",need_for_cognition_scale_18_item_short_form,Need for cognition,"Cacioppo, J. T., Petty, R. E., & Kao, C. F. (1984). The efficient assessment of need for cognition. Journal of Personality Assessment, 48(3), 306–307. https://doi.org/10.1207/s15327752jpa4803_13",4,I would rather do something that requires little thought than something that is sure to challenge my thinking abilities.,False,needs_verification,,,
"Need for Cognition Scale, 18-item short form",need_for_cognition_scale_18_item_short_form,Need for cognition,"Cacioppo, J. T., Petty, R. E., & Kao, C. F. (1984). The efficient assessment of need for cognition. Journal of Personality Assessment, 48(3), 306–307. https://doi.org/10.1207/s15327752jpa4803_13",5,I try to anticipate and avoid situations where there is likely a chance I will have to think in depth about something.,False,needs_verification,,,
"Need for Cognition Scale, 18-item short form",need_for_cognition_scale_18_item_short_form,Need for cognition,"Cacioppo, J. T., Petty, R. E., & Kao, C. F. (1984). The efficient assessment of need for cognition. Journal of Personality Assessment, 48(3), 306–307. https://doi.org/10.1207/s15327752jpa4803_13",6,I find satisfaction in deliberating hard and for long hours.,False,needs_verification,,,
"Need for Cognition Scale, 18-item short form",need_for_cognition_scale_18_item_short_form,Need for cognition,"Cacioppo, J. T., Petty, R. E., & Kao, C. F. (1984). The efficient assessment of need for cognition. Journal of Personality Assessment, 48(3), 306–307. https://doi.org/10.1207/s15327752jpa4803_13",7,I only think as hard as I have to.,False,needs_verification,,,
"Need for Cognition Scale, 18-item short form",need_for_cognition_scale_18_item_short_form,Need for cognition,"Cacioppo, J. T., Petty, R. E., & Kao, C. F. (1984). The efficient assessment of need for cognition. Journal of Personality Assessment, 48(3), 306–307. https://doi.org/10.1207/s15327752jpa4803_13",8,"I prefer to think about small, daily projects to long-term ones.",False,needs_verification,,,
"Need for Cognition Scale, 18-item short form",need_for_cognition_scale_18_item_short_form,Need for cognition,"Cacioppo, J. T., Petty, R. E., & Kao, C. F. (1984). The efficient assessment of need for cognition. Journal of Personality Assessment, 48(3), 306–307. https://doi.org/10.1207/s15327752jpa4803_13",9,I like tasks that require little thought once I've learned them.,False,needs_verification,,,
"Need for Cognition Scale, 18-item short form",need_for_cognition_scale_18_item_short_form,Need for cognition,"Cacioppo, J. T., Petty, R. E., & Kao, C. F. (1984). The efficient assessment of need for cognition. Journal of Personality Assessment, 48(3), 306–307. https://doi.org/10.1207/s15327752jpa4803_13",10,The idea of relying on thought to make my way to the top appeals to me.,False,needs_verification,,,
"Need for Cognition Scale, 18-item short form",need_for_cognition_scale_18_item_short_form,Need for cognition,"Cacioppo, J. T., Petty, R. E., & Kao, C. F. (1984). The efficient assessment of need for cognition. Journal of Personality Assessment, 48(3), 306–307. https://doi.org/10.1207/s15327752jpa4803_13",11,I really enjoy a task that involves coming up with new solutions to problems.,False,needs_verification,,,
"Need for Cognition Scale, 18-item short form",need_for_cognition_scale_18_item_short_form,Need for cognition,"Cacioppo, J. T., Petty, R. E., & Kao, C. F. (1984). The efficient assessment of need for cognition. Journal of Personality Assessment, 48(3), 306–307. https://doi.org/10.1207/s15327752jpa4803_13",12,Learning new ways to think doesn't excite me very much.,False,needs_verification,,,
"Need for Cognition Scale, 18-item short form",need_for_cognition_scale_18_item_short_form,Need for cognition,"Cacioppo, J. T., Petty, R. E., & Kao, C. F. (1984). The efficient assessment of need for cognition. Journal of Personality Assessment, 48(3), 306–307. https://doi.org/10.1207/s15327752jpa4803_13",13,I prefer my life to be filled with puzzles that I must solve.,False,needs_verification,,,
"Need for Cognition Scale, 18-item short form",need_for_cognition_scale_18_item_short_form,Need for cognition,"Cacioppo, J. T., Petty, R. E., & Kao, C. F. (1984). The efficient assessment of need for cognition. Journal of Personality Assessment, 48(3), 306–307. https://doi.org/10.1207/s15327752jpa4803_13",14,The notion of thinking abstractly is appealing to me.,False,needs_verification,,,
"Need for Cognition Scale, 18-item short form",need_for_cognition_scale_18_item_short_form,Need for cognition,"Cacioppo, J. T., Petty, R. E., & Kao, C. F. (1984). The efficient assessment of need for cognition. Journal of Personality Assessment, 48(3), 306–307. https://doi.org/10.1207/s15327752jpa4803_13",15,"I would prefer a task that is intellectual, difficult, and important to one that is somewhat important but does not require much thought.",False,needs_verification,,,
"Need for Cognition Scale, 18-item short form",need_for_cognition_scale_18_item_short_form,Need for cognition,"Cacioppo, J. T., Petty, R. E., & Kao, C. F. (1984). The efficient assessment of need for cognition. Journal of Personality Assessment, 48(3), 306–307. https://doi.org/10.1207/s15327752jpa4803_13",16,I feel relief rather than satisfaction after completing a task that required a lot of mental effort.,False,needs_verification,,,
"Need for Cognition Scale, 18-item short form",need_for_cognition_scale_18_item_short_form,Need for cognition,"Cacioppo, J. T., Petty, R. E., & Kao, C. F. (1984). The efficient assessment of need for cognition. Journal of Personality Assessment, 48(3), 306–307. https://doi.org/10.1207/s15327752jpa4803_13",17,It's enough for me that something gets the job done; I don't care how or why it works.,False,needs_verification,,,
"Need for Cognition Scale, 18-item short form",need_for_cognition_scale_18_item_short_form,Need for cognition,"Cacioppo, J. T., Petty, R. E., & Kao, C. F. (1984). The efficient assessment of need for cognition. Journal of Personality Assessment, 48(3), 306–307. https://doi.org/10.1207/s15327752jpa4803_13",18,I usually end up deliberating about issues even when they do not affect me personally.,False,needs_verification,,,
Need to Belong Scale,need_to_belong_scale,Need to belong,"Leary, M. R., Kelly, K. M., Cottrell, C. A., & Schreindorfer, L. S. (2013). Construct validity of the Need to Belong Scale: Mapping the nomological network. Journal of Personality Assessment, 95(6), 610–624. https://doi.org/10.1080/00223891.2013.819511",1,"If other people don’t seem to accept me, I don’t let it bother me.",False,needs_verification,,,
